station_id,station_name,is_mbta_tod_station,mbta_mode,buildings,schools,hospitals,parks,avg_walk_distance_m
1899,1 W Milton St opp Ernest Ave,False,not_mbta_tod,677,1,0,2,719.5515291756658
2060,100 Cambridge St. @ Burger King,False,not_mbta_tod,2336,6,3,36,713.4511852345847
1900,100 S Huntington Ave,False,not_mbta_tod,1271,6,3,8,795.9462393499495
1901,101 Anawan Ave opp Allenwood St,False,not_mbta_tod,2608,5,0,2,714.7500837157849
1903,105 S Huntington Ave,False,not_mbta_tod,1253,6,2,8,804.9825380766944
1904,106 Heath St opp Bickford Ave,False,not_mbta_tod,2070,9,2,16,802.5167886487134
1905,107 Heath St opp Bickford Ave,False,not_mbta_tod,2075,10,2,16,796.4585435208966
1906,1079 Commonwealth Ave,False,not_mbta_tod,768,3,0,4,723.4689689988766
1907,11 Summer St,False,not_mbta_tod,1806,5,0,2,635.7781570176921
1908,112 Walter St opp Cotton St,False,not_mbta_tod,2315,2,1,5,823.1121000078706
1909,113 W Milton St opp Pine Ave,False,not_mbta_tod,1072,2,0,4,709.1309122052985
1910,1135 Hyde Park Ave opp Harvard Ave,False,not_mbta_tod,2108,9,0,2,731.2516095523735
1911,1200 Centre St opp VFW Pkwy,False,not_mbta_tod,1150,0,2,1,829.4165780220397
1912,1205 Hyde Park Ave opp Clay Street,False,not_mbta_tod,1983,8,0,2,692.685256470707
1913,121 Bunker Hill St opp Lexington St,False,not_mbta_tod,2039,5,0,22,580.2495946594314
1914,123 Belgrade Ave opp Penfield St,False,not_mbta_tod,3752,4,0,4,723.8346361113513
1915,125 Western Ave,False,not_mbta_tod,682,0,0,11,712.3008335705003
1916,130 Western Ave,False,not_mbta_tod,743,1,0,12,730.4883965908977
1918,132 Brookline Ave opp Fullerton St,False,not_mbta_tod,724,7,1,10,818.4945373237397
1919,1344 Hyde Park Ave @ Blake Estates,False,not_mbta_tod,2110,7,0,5,883.8525655314157
1920,135 Readville St opp Como St,False,not_mbta_tod,1148,3,0,5,734.8753445641147
1921,1437 Centre St opp Ardale St,False,not_mbta_tod,2324,1,1,2,678.5527598579266
1922,144 Walter St opp Mendum St,False,not_mbta_tod,2085,2,1,5,860.2911578394388
1923,1458 Blue Hill Ave opp Almont St,False,not_mbta_tod,2218,4,0,3,807.4028140809985
1924,1467 Centre St opp Hewlett St,False,not_mbta_tod,2635,2,0,2,737.8102717444842
1926,1532 Hyde Park Ave opp Reservation Rd,False,not_mbta_tod,1547,4,0,6,1274.6510296730676
1927,1539 Centre St opp Bradfield Ave,False,not_mbta_tod,3272,3,0,2,781.4939125644818
1928,154 Metropolitan Ave opp Malverna Rd,False,not_mbta_tod,3045,6,0,3,817.651679227481
1929,156 Western Ave,False,not_mbta_tod,1004,2,0,12,734.2124657158123
1930,1587 Hyde Park Ave,False,not_mbta_tod,1417,3,0,6,1291.0798521832394
1931,160 Waldemar Ave,False,not_mbta_tod,915,3,0,4,0.0
1932,1605 Hyde Park Ave,False,not_mbta_tod,1391,3,0,6,1224.4423485992763
1933,1621 Dorchester Ave opp Dix St,False,not_mbta_tod,3291,8,0,9,733.4111707104479
1934,1624 Blue Hill Ave @ Mattapan Sq,False,not_mbta_tod,1610,4,0,3,625.7955837028201
1935,165 Belgrade Ave opp Walworth St,False,not_mbta_tod,3773,3,0,3,691.8734435161349
1936,1661 Hyde Park Ave,False,not_mbta_tod,1340,3,0,6,1298.4013202140595
1937,168 River St opp Standard St,False,not_mbta_tod,1487,1,0,1,681.9344019844991
1938,169 Bowdoin St opp Eunice St,False,not_mbta_tod,2943,7,0,14,775.3858935862808
1939,17 Pond St,False,not_mbta_tod,1865,3,0,1,769.6905640001628
1940,170 Walter St,False,not_mbta_tod,1586,1,2,3,817.2344988881538
1941,171 Faywood Ave,False,not_mbta_tod,984,2,0,4,0.0
1942,173 Alford St,False,not_mbta_tod,24,0,0,2,654.8116751118181
1943,177 Heath St opp Walden St,False,not_mbta_tod,2089,9,2,14,743.3123120365261
1944,1799 River St opp Norton St,False,not_mbta_tod,1047,2,0,3,829.948311184656
1945,180 Dorchester St opp W 7th St,False,not_mbta_tod,3216,3,0,4,642.7905144487602
1947,19 Brighton Ave,False,not_mbta_tod,1016,3,0,4,739.4159614049355
1950,202 Orient Ave,False,not_mbta_tod,1129,2,0,4,63.92691020647961
1951,205 Roxbury St,False,not_mbta_tod,1323,12,0,19,825.3003595044185
1952,2165 Dorchester Ave,False,not_mbta_tod,2247,2,0,2,703.0083188742186
1953,219 Faywood Ave,False,not_mbta_tod,855,2,0,3,0.0
1640,220 Waldemar Ave,False,not_mbta_tod,780,2,0,2,0.0
1954,227 Norfolk St opp Stanton St,False,not_mbta_tod,2748,8,0,6,786.8993685838522
1955,229 Reservation Rd opp Thompson St,False,not_mbta_tod,1457,6,0,4,803.170370325279
2454,23 Dry Dock Ave,False,not_mbta_tod,202,0,0,5,950.4864750294493
61,23 Dry Dock Ave,False,not_mbta_tod,207,0,0,5,974.6471291167434
1956,230 Park St opp Gilmore Terr,False,not_mbta_tod,2847,4,0,1,747.3555347216334
1957,239 N Beacon St,False,not_mbta_tod,1586,3,0,7,763.3224272061701
1958,239 Neponset Ave,False,not_mbta_tod,2289,4,0,9,768.300900414048
1960,243 West St opp Myopia Rd,False,not_mbta_tod,1692,5,0,2,814.917068732695
1961,247 Norfolk St opp Capen St,False,not_mbta_tod,2837,8,0,5,757.7554676036272
1962,248 Neponset Ave,False,not_mbta_tod,2264,4,0,9,764.2095899931946
1963,250 Dorchester Avenue,False,not_mbta_tod,1434,1,0,9,891.3767767592245
2426,250 Mt Vernon St @ Geiger Gibson Health Center,False,not_mbta_tod,557,4,0,7,867.1557088679573
1964,2508 Centre St,False,not_mbta_tod,1434,3,0,2,1015.3390852900897
1965,2519 Centre St,False,not_mbta_tod,1433,3,0,2,1025.0530725619244
1966,2550 Centre St,False,not_mbta_tod,1241,2,0,2,869.4249222587869
1967,263 Mt Vernon St @ St Christopher's Church,False,not_mbta_tod,611,4,0,7,873.8049586282069
1968,265 Hyde Park Ave opp Eldridge St,False,not_mbta_tod,1781,4,0,4,863.4035249559536
87,27 Dry Dock Ave,False,not_mbta_tod,192,0,0,6,1112.026743891984
1969,272 Reservation Rd opp Brainard St,False,not_mbta_tod,1328,4,0,3,788.126291697665
1970,277 Belgrade Ave opp Rexhame St,False,not_mbta_tod,3435,4,0,1,732.3915929736733
1971,285 Tremont St,False,not_mbta_tod,1524,6,2,26,670.915220343262
1974,302 Turtle Pond Pkwy,False,not_mbta_tod,1047,2,0,2,1243.0086924921688
1977,31 Walter St opp Sheffield St,False,not_mbta_tod,2992,3,0,5,692.8888177241421
1978,310 Corey St,False,not_mbta_tod,2086,0,0,3,642.2534722355018
1979,338 West St,False,not_mbta_tod,1193,0,0,2,1018.819697757297
1980,34 Heath St opp Bromley St,False,not_mbta_tod,2096,8,1,18,773.9070173174545
1981,347 West St,False,not_mbta_tod,1252,0,0,2,1819.3832645454884
2519,350 Summer St,False,not_mbta_tod,257,1,0,23,728.6970533441227
1982,350 Washington St,False,not_mbta_tod,1541,0,0,37,646.3348993240692
1983,355 Norfolk St opp Withington St,False,not_mbta_tod,2889,9,0,7,667.9854423686146
1984,360 Huntington Ave,False,not_mbta_tod,1456,3,0,18,719.0791004794514
1985,367 Western Ave opp Brighton Mills Mall,False,not_mbta_tod,1072,2,0,11,645.8665044873345
1987,3867 Washington St opp Tollgate Way,False,not_mbta_tod,1274,2,0,4,813.2995748976476
1988,398 Neponset Ave @ Neponset Health Center,False,not_mbta_tod,1418,3,0,4,634.5545331148707
2513,400 Summer St,False,not_mbta_tod,239,1,0,23,644.0116946071855
1989,403 West St,False,not_mbta_tod,1278,1,0,2,1048.2900027151443
1990,42A John Eliot Sq,False,not_mbta_tod,1375,13,0,20,804.6260567509357
1991,43 W Dedham St,False,not_mbta_tod,3261,7,1,27,631.312455143016
1992,442 W Broadway,False,not_mbta_tod,3419,5,0,6,650.5787371060517
1993,445 Western Ave,False,not_mbta_tod,829,2,0,8,703.7792430897819
1994,450 Western Ave,False,not_mbta_tod,824,2,0,8,722.4994648030804
1995,452 Geneva Ave opp Bloomfield St,False,not_mbta_tod,3224,6,0,10,719.0098881232631
2481,467 Chelsea St - Eagle Square,False,not_mbta_tod,1472,5,0,14,108.17440403881153
1996,49 W Milton St opp W Milton Pl,False,not_mbta_tod,868,1,0,4,751.8374976659524
1997,493 Talbot Ave opp Argyle St,False,not_mbta_tod,3305,8,0,5,740.2206161838654
1998,5 Charles Park Rd,False,not_mbta_tod,1078,5,1,1,848.2146091748009
1999,5 Walter St opp Hewlett St,False,not_mbta_tod,3158,3,0,5,675.4005387686121
2001,510 Hyde Park Ave,False,not_mbta_tod,2332,8,0,3,766.8791550500968
2002,515 Hyde Park Ave,False,not_mbta_tod,2444,8,0,3,772.6919550350843
2003,529 Main St,False,not_mbta_tod,953,1,0,9,586.4168003207928
2004,529 Poplar St,False,not_mbta_tod,1862,2,0,2,1983.645323175779
2005,540 Albany St opp Wareham St,False,not_mbta_tod,1299,4,1,15,867.9198769973053
2006,544 Poplar St,False,not_mbta_tod,1869,2,0,2,1979.2686433314104
2007,55 Hallet St opp Florian Hall,False,not_mbta_tod,1620,2,0,6,734.744707327691
2008,575 Poplar St opp Deforest St,False,not_mbta_tod,1587,2,0,3,967.2856319086446
2009,60 Western Ave,False,not_mbta_tod,502,0,0,10,711.5520690147945
2010,61 Summer St opp Parrott St,False,not_mbta_tod,1940,8,0,2,776.5202394584675
2012,650 VFW Pkwy,False,not_mbta_tod,1756,1,0,3,770.5394663992694
2013,675 Washington St opp Welles Ave,False,not_mbta_tod,3036,8,0,7,701.2434106518131
2014,677 Huntington Ave,False,not_mbta_tod,1176,7,6,11,688.0094093098725
2011,686 American Legion Hwy,False,not_mbta_tod,1500,3,0,1,814.6914441456959
2016,7 Winship St,False,not_mbta_tod,2454,9,2,5,699.5116289057271
2017,703 Washington St opp Walton St,False,not_mbta_tod,3084,9,0,7,719.0570361511476
2018,775 Centre St,False,not_mbta_tod,2363,5,2,14,628.6563858602781
2019,776 Summer St opp Powerhouse St,False,not_mbta_tod,1553,2,0,6,805.5842790526827
2020,776 Washington St opp Armadine St,False,not_mbta_tod,3188,7,0,7,725.6923766280642
2021,79 Belgrade Ave opp Pinehurst St,False,not_mbta_tod,3573,4,0,5,699.2228276832152
2022,80 Stimson St,False,not_mbta_tod,1291,2,0,2,670.2022844289414
2024,83 Lasell St opp Atlantis St,False,not_mbta_tod,2253,1,0,0,687.0083191741187
1217,835 Huntington Ave opp Parker Hill Ave,False,not_mbta_tod,1000,6,7,9,646.5583721729439
2025,84 Georgetown Pl,False,not_mbta_tod,547,1,0,1,864.5839813489771
2026,85 Stimson St,False,not_mbta_tod,1304,2,0,2,681.1087994543476
2027,91 E Concord St,False,not_mbta_tod,1453,6,3,13,779.6971042331875
2028,920 River St opp Reddy Ave,False,not_mbta_tod,2015,6,0,2,1153.9325890608468
2029,924 Washington St opp Codman Hill Ave,False,not_mbta_tod,2968,5,0,2,807.1482715039722
2030,93 Cummins Hwy opp Sherwood St,False,not_mbta_tod,2897,7,0,5,744.241230349966
2031,950 American Legion Hwy,False,not_mbta_tod,1724,1,0,1,1057.3005771412177
2032,980 Morton St opp Owen St,False,not_mbta_tod,2897,7,0,3,719.8881809918573
158,A St @ Mt Washington Ave,False,not_mbta_tod,563,0,0,20,841.8847017450353
159,A St @ Necco St,False,not_mbta_tod,408,1,0,26,775.1441200975881
2492,A1,False,not_mbta_tod,586,0,0,8,689.952562145596
2491,A2,False,not_mbta_tod,568,0,0,7,678.0961679349723
2490,A3,False,not_mbta_tod,559,0,0,7,674.9543534536837
2489,A4,False,not_mbta_tod,550,0,0,7,669.6886895413239
2404,"A5, A6 - Bus Drop-off",False,not_mbta_tod,539,0,0,7,662.3400558682938
160,Adams St  @ Galivan Blvd,False,not_mbta_tod,2879,2,0,5,671.8758035730101
161,Adams St @ Ashmont St,False,not_mbta_tod,3687,5,0,7,714.145661464406
162,Adams St @ Ashmont St,False,not_mbta_tod,3660,5,0,7,712.1581831566402
163,Adams St @ Centre St,False,not_mbta_tod,2775,8,0,9,880.436857035907
164,Adams St @ Elmdale St,False,not_mbta_tod,2808,8,0,9,864.3773417371334
165,Adams St @ Franconia St,False,not_mbta_tod,3428,3,0,6,688.736946918322
166,Adams St @ Helena Rd,False,not_mbta_tod,3631,4,0,7,704.5679043483058
167,Adams St @ King St,False,not_mbta_tod,3170,8,0,8,814.3074814305842
168,Adams St @ King St,False,not_mbta_tod,3154,7,0,8,1030.7104775397622
169,Adams St @ Lonsdale St,False,not_mbta_tod,3384,8,0,7,798.8238594566004
2527,Adams St @ Lowney Way,False,not_mbta_tod,1526,4,1,23,626.3791735541529
2532,Adams St @ Lowney Way,False,not_mbta_tod,1628,4,0,26,647.0027162261274
171,Adams St @ Minot St,False,not_mbta_tod,3086,2,0,6,668.54445365674
170,Adams St @ Minot St,False,not_mbta_tod,3033,2,0,6,657.2573642571305
172,Adams St @ Msgr Lydon Way,False,not_mbta_tod,3531,7,0,9,772.7642559968947
173,Adams St @ Oakton Ave.,False,not_mbta_tod,3614,4,0,7,702.8685693613119
174,Adams St @ Parkman St,False,not_mbta_tod,2580,6,0,10,1054.591079247641
175,Adams St @ Parkman St,False,not_mbta_tod,2571,6,0,11,1035.7138944127528
176,Adams St @ Westmoreland St,False,not_mbta_tod,3385,3,0,7,687.8476176444204
177,Adams St opp Lonsdale St,False,not_mbta_tod,3388,8,0,7,800.579366037742
178,Adams St opp Msgr. Lydon Way,False,not_mbta_tod,3520,7,0,8,769.2697767669409
57,Airport,True,rapid_transit,2219,6,1,15,929.6427344943297
2089,Airport,False,not_mbta_tod,2228,6,1,15,929.6427344943297
2197,Airport,False,not_mbta_tod,2074,6,1,15,1005.5778278460398
2097,Airport,False,not_mbta_tod,2208,6,1,15,929.6427344943297
179,Albany St @  E Dedham St,False,not_mbta_tod,1490,4,3,14,858.277057148361
2416,Albany St @ Randall St,False,not_mbta_tod,1368,7,3,8,756.1838007636338
180,Albany St @ Randolph St,False,not_mbta_tod,1015,4,1,15,1037.9380419324177
181,Albany St @ Wareham St,False,not_mbta_tod,1330,4,1,15,853.8352887488055
157,Albany St opp Boston Medical,False,not_mbta_tod,1182,4,3,9,772.0043128464301
182,Albany St opp E Concord St,False,not_mbta_tod,1245,6,3,11,786.3887294530513
183,Albany St opp E Newton St,False,not_mbta_tod,1331,5,3,14,817.7334358051169
184,Albany St opp Randall St,False,not_mbta_tod,1350,6,3,7,761.5787990699531
185,Albany St opp Randolph St,False,not_mbta_tod,1004,4,1,15,1016.7657052879448
186,Alford St @ MBTA Charlestown Garage,False,not_mbta_tod,523,0,0,6,737.8956982878591
187,Alford St @ MWRA Pump Station,False,not_mbta_tod,51,0,0,2,926.0947323911931
188,Alford St @ Main St,False,not_mbta_tod,739,0,0,8,632.5869511164663
189,Alford St @ West St,False,not_mbta_tod,642,0,0,8,725.2596636966427
190,Allston Street,False,not_mbta_tod,1464,7,1,6,636.1203570168512
191,Allston Street,False,not_mbta_tod,1433,7,1,6,628.633870343283
24,Allston Street,True,light_rail,1450,7,1,6,631.2890802367231
2607,Allston Street (Inbound),False,not_mbta_tod,1516,7,1,7,718.3048134094645
2615,Allston Street (Outbound),False,not_mbta_tod,1402,7,1,6,691.9260426430782
193,Alwin St @ Dedham Pkwy,False,not_mbta_tod,561,0,0,2,693.9396326664132
192,Alwin St @ Dedham Pkwy,False,not_mbta_tod,560,0,0,2,693.9396326664132
194,Alwin St @ Leighton Rd,False,not_mbta_tod,698,2,0,2,690.345089084637
195,Alwin St @ Stonehill Rd,False,not_mbta_tod,918,2,0,2,709.734118282774
196,Alwin St @ Turtle Pond Pkwy,False,not_mbta_tod,971,2,0,2,715.4000651815533
197,Alwin St opp Leighton Rd,False,not_mbta_tod,691,2,0,2,680.4548569928492
198,American Legion Hwy @ Blue Hill Ave,False,not_mbta_tod,1381,6,0,4,739.5656156283511
200,American Legion Hwy @ Canterbury St,False,not_mbta_tod,1084,2,0,1,657.9859795353177
199,American Legion Hwy @ Canterbury St,False,not_mbta_tod,1121,2,0,1,702.2399112514377
201,American Legion Hwy @ Cummins Hwy,False,not_mbta_tod,1629,3,0,0,743.8747979603468
202,American Legion Hwy @ Cummins Hwy,False,not_mbta_tod,1577,3,0,0,738.9596309541574
203,American Legion Hwy @ Franklin Hill Ave,False,not_mbta_tod,740,2,0,3,673.1561015922407
204,American Legion Hwy @ Kingbird Rd,False,not_mbta_tod,775,2,0,3,813.6587318475689
206,American Legion Hwy @ Stella Rd,False,not_mbta_tod,1776,4,0,0,764.6003924572045
205,American Legion Hwy @ Stella Rd,False,not_mbta_tod,1708,3,0,0,752.5528898666151
208,American Legion Hwy @ Walk Hill St,False,not_mbta_tod,567,1,0,0,768.8110105710015
207,American Legion Hwy @ Walk Hill St,False,not_mbta_tod,757,1,0,0,794.5344811719444
209,American Legion Hwy opp Franklin Hill Ave,False,not_mbta_tod,682,2,1,3,687.8292621080934
210,American Legion Hwy opp Kingbird Rd,False,not_mbta_tod,721,2,0,3,802.5401667616684
213,Ames St @ Franklin Field Housing,False,not_mbta_tod,2263,2,0,4,895.5541014932306
214,Ames St @ Westview St,False,not_mbta_tod,1892,3,0,4,846.7467460073143
215,Amory St @ Boylston St,False,not_mbta_tod,2628,9,1,13,664.9185700585998
216,Amory St @ Bragdon St,False,not_mbta_tod,2334,10,0,14,710.0282439336373
217,Amory St @ Minton St,False,not_mbta_tod,2614,9,1,17,719.3634789724784
218,Amory St opp School St,False,not_mbta_tod,2503,10,0,13,659.0039953627704
219,Amory St opp W Walnut Pk,False,not_mbta_tod,2432,10,0,14,680.8670661360957
2428,Amory Street,True,light_rail,102,6,0,2,724.8293920941235
2627,Amory Street (Inbound),False,not_mbta_tod,102,6,0,2,758.3223652484186
2625,Amory Street (Outbound),False,not_mbta_tod,101,6,0,2,721.5780586006633
21,Amory Street - Boston College,False,not_mbta_tod,102,6,0,2,724.8293920941235
2369,Amory Street - Park St & North,False,not_mbta_tod,102,6,0,2,724.8293920941235
220,Anawan Ave @ Allenwood St,False,not_mbta_tod,2985,4,0,1,733.2903600211099
221,Anawan Ave @ W Roxbury Pkwy,False,not_mbta_tod,3113,3,0,1,665.2519699856337
222,Anawan Ave @ W Roxbury Pkwy,False,not_mbta_tod,3103,3,0,1,664.6829034692335
8,Andrew,True,rapid_transit,1530,3,0,2,615.8219494270526
2217,Andrew,False,not_mbta_tod,1532,3,0,2,615.8663927371936
2216,Andrew,False,not_mbta_tod,1527,3,0,2,616.76297583404
2568,Andrew Sq - Berth 1,False,not_mbta_tod,1520,3,0,2,616.9169870420832
2570,Andrew Sq - Berth 2,False,not_mbta_tod,1493,3,0,2,650.7932961301995
2572,Andrew Sq - Berth 3,False,not_mbta_tod,1454,3,0,2,671.4717182628189
2569,Andrew Sq - Berth 4,False,not_mbta_tod,1529,3,0,2,627.6854684295945
2571,Andrew Sq - Berth 5,False,not_mbta_tod,1494,3,0,2,622.6405882424681
2573,Andrew Sq - Berth 6,False,not_mbta_tod,1464,3,0,2,677.0430316185927
223,Andrew Sq Station - Inbound,False,not_mbta_tod,1476,3,0,2,652.7806647823871
2098,Aquarium,False,not_mbta_tod,1335,6,0,36,699.5705856893284
2655,Aquarium,False,not_mbta_tod,1286,6,0,33,638.5988848125912
102,Aquarium,True,rapid_transit,1277,6,0,33,638.0706538493084
2099,Aquarium,False,not_mbta_tod,1203,6,0,32,678.8681227249236
2653,Aquarium,False,not_mbta_tod,1269,6,0,33,637.6817373829294
224,Aquarium Station - Outbound,False,not_mbta_tod,1289,6,0,33,630.7795910476958
225,Arborway @ Courthouse,False,not_mbta_tod,1225,5,2,8,828.0673499207124
2000,Arborway opp Courthouse,False,not_mbta_tod,1298,5,2,8,789.2393648714103
2760,Arlington,False,not_mbta_tod,2203,12,2,21,697.0655893747158
2243,Arlington,False,not_mbta_tod,2208,12,2,21,738.7847518662463
2242,Arlington,False,not_mbta_tod,2201,12,2,21,827.0451376627532
34,Arlington,True,light_rail,2215,12,2,21,702.652296302399
2759,Arlington,False,not_mbta_tod,2208,12,2,21,696.9024578845391
226,Arlington St @ Isabella St,False,not_mbta_tod,2346,8,2,28,667.7485727231598
227,Arlington St @ Saint James Ave,False,not_mbta_tod,2279,12,2,22,684.7935999828467
2200,Ashmont,True,light_rail,3094,1,0,4,724.2981148495589
230,Ashmont Station - Eastbound,False,not_mbta_tod,3185,3,0,4,676.7524010047848
2156,Ashmont/Peabody Square,False,not_mbta_tod,3140,1,0,4,700.2368989468853
2145,Ashmont/Peabody Square,False,not_mbta_tod,3091,1,0,4,723.5596250063878
2184,Ashmont/Peabody Square,True,rapid_transit,3186,2,0,4,733.0918871392043
16,Ashmont/Peabody Square,False,not_mbta_tod,3138,1,0,4,700.2368989468853
2773,Ashmont/Peabody Square (Alewife),False,not_mbta_tod,3162,1,0,4,692.5888263594054
2772,Ashmont/Peabody Square (Inbound),False,not_mbta_tod,3155,1,0,4,687.3899170020044
2514,Atlantic Ave @ Atlantic Ave,False,not_mbta_tod,1484,5,0,34,626.4399100978671
236,Atlantic Ave @ Central St,False,not_mbta_tod,1179,5,0,36,632.911434790978
231,Atlantic Ave @ Commercial Wharf,False,not_mbta_tod,1422,5,0,30,605.1292713101648
232,Atlantic Ave @ Commercial Wharf,False,not_mbta_tod,1417,5,0,29,597.1167782726724
238,Atlantic Ave @ Congress St,False,not_mbta_tod,768,1,0,36,648.936743065069
233,Atlantic Ave @ Milk St,False,not_mbta_tod,1087,3,0,35,639.915749035572
234,Atlantic Ave @ Rowes Wharf,False,not_mbta_tod,639,1,0,35,647.5557236775553
235,Atlantic Ave @ Seaport Blvd.,False,not_mbta_tod,611,1,0,34,648.1644037040633
237,Atlantic Ave @ State St-Marriot Hotel,False,not_mbta_tod,1135,5,0,34,640.4801318272117
239,Auckland St @ Dewar Ave,False,not_mbta_tod,2413,6,0,9,713.7392839244551
240,Austin St @ Chestnut St,False,not_mbta_tod,1900,7,0,2,789.2628038374561
241,Austin St @ Gordon Ave,False,not_mbta_tod,1727,5,0,3,664.8639394703657
242,Austin St @ Myopia Rd,False,not_mbta_tod,1842,8,0,2,834.3751298847706
244,Ave Louis Pasteur @ Longwood Ave,False,not_mbta_tod,849,6,5,10,859.262606512237
243,Ave Louis Pasteur @ Longwood Ave,False,not_mbta_tod,845,6,5,10,863.4392612353739
246,Ave Louis Pasteur @ The Fenway,False,not_mbta_tod,676,5,5,12,1007.9912791033424
245,Ave Louis Pasteur @ The Fenway,False,not_mbta_tod,682,5,5,12,998.7656933498421
247,B St @ Seaport Blvd,False,not_mbta_tod,207,1,0,14,632.5955681272446
248,B St @ Silver St,False,not_mbta_tod,1537,1,0,10,670.6243595155076
249,B St @ W 5th St,False,not_mbta_tod,1585,1,0,9,699.6641569792424
250,B St @ W 6th St,False,not_mbta_tod,1615,1,0,9,747.7815652083323
2496,B1,False,not_mbta_tod,605,0,0,8,655.6513628292257
2495,B2,False,not_mbta_tod,591,0,0,8,688.4503301612189
2494,B3,False,not_mbta_tod,580,0,0,8,675.6484488860889
2493,B4,False,not_mbta_tod,561,0,0,7,659.5056999586717
2158,Babcock Street,False,not_mbta_tod,361,2,0,4,671.3293642424367
2430,Babcock Street,True,light_rail,361,2,0,4,671.3293642424367
29,Babcock Street,False,not_mbta_tod,361,2,0,4,673.9819815039697
2795,Babcock Street (Inbound),False,not_mbta_tod,361,2,0,4,701.2434098137721
2794,Babcock Street (Outbound),False,not_mbta_tod,361,2,0,4,670.0672900404456
2278,Back Bay,True,rapid_transit,3301,12,0,32,715.9625343878945
2277,Back Bay,False,not_mbta_tod,3130,12,0,33,669.4774005681934
2276,Back Bay,False,not_mbta_tod,3317,12,0,32,707.5673426718763
251,Back Bay Sta - Inbound,False,not_mbta_tod,3444,12,0,31,695.3984224888846
2578,Back Bay Station,False,not_mbta_tod,3229,13,0,31,712.9565046958029
2358,Back of the Hill,False,not_mbta_tod,1257,6,3,8,807.5932959489988
2357,Back of the Hill,False,not_mbta_tod,1261,6,2,8,809.0256167699946
43,Back of the Hill,True,light_rail,1258,6,3,8,809.0256167699946
252,Baker St @ Amesbury St,False,not_mbta_tod,2031,6,0,1,793.79653416234
253,Baker St @ Beth El Cemetery,False,not_mbta_tod,595,1,0,0,1250.9164579429842
254,Baker St @ Beth El Cemetery,False,not_mbta_tod,549,0,0,0,1246.687535819507
255,Baker St @ Capital St,False,not_mbta_tod,1736,4,0,1,600.8063935953513
256,Baker St @ Cutter Rd,False,not_mbta_tod,2134,6,1,1,891.2102645595169
257,Baker St @ Cutter Rd,False,not_mbta_tod,2120,6,1,1,911.655024299975
258,Baker St @ Dunwell St,False,not_mbta_tod,2090,5,1,1,800.3982081371339
259,Baker St @ Gethsemane Cemetery,False,not_mbta_tod,1202,2,0,1,679.4411100243817
260,Baker St @ Lasell St,False,not_mbta_tod,1754,4,0,1,604.4697700392968
261,Baker St @ Rumford Rd,False,not_mbta_tod,2019,6,0,1,774.2109843428861
262,Baker St @ VFW Pkwy,False,not_mbta_tod,1574,4,0,1,600.4530282450193
263,Baker St @ VFW Pkwy,False,not_mbta_tod,1434,4,0,1,629.18757343448
264,Baker St @ VFW Pkwy,False,not_mbta_tod,1446,4,0,1,629.18757343448
265,Baker St @ Varick Rd,False,not_mbta_tod,1953,6,0,1,708.7309140023823
266,Baker St @ Varick St,False,not_mbta_tod,1941,6,0,1,701.831141454909
267,Baker St @ Wycliff Ave,False,not_mbta_tod,2035,4,1,1,826.4553162076071
268,Baker St opp Dunwell St,False,not_mbta_tod,2105,5,1,1,813.3206982160629
269,Baker St opp Gethsemane Cemetery,False,not_mbta_tod,1144,1,0,1,674.7964257148218
270,Baker St opp Wycliff Ave,False,not_mbta_tod,2044,4,1,1,825.3375722586449
271,Bay St @ Auckland St,False,not_mbta_tod,2518,4,0,10,699.140533466728
2068,Bayside,False,not_mbta_tod,430,4,0,5,930.1617766953173
272,Beacon St @ Albion St,False,not_mbta_tod,1754,4,0,0,803.5872605406014
273,Beacon St @ Fairmount Ave,False,not_mbta_tod,2018,4,0,2,698.3453626420121
274,Beacon St @ Metropolitan Ave,False,not_mbta_tod,1385,2,0,1,1157.0960327539808
275,Beacon St @ Park St,False,not_mbta_tod,2059,3,4,29,663.5194959632611
276,Beacon St opp Walnut St,False,not_mbta_tod,2093,4,4,25,628.9366434440523
277,Bedford St @ Chauncy St,False,not_mbta_tod,1113,2,2,36,638.7644626467595
278,Belgrade Ave @ Aldrich St,False,not_mbta_tod,3558,4,0,1,693.3949282674548
279,Belgrade Ave @ Centre St,False,not_mbta_tod,3082,3,0,1,715.1655934382266
280,Belgrade Ave @ Centre St,False,not_mbta_tod,3105,3,0,2,681.4419815850575
281,Belgrade Ave @ Corinth St,False,not_mbta_tod,3382,5,0,6,612.1800305796825
282,Belgrade Ave @ Iona St,False,not_mbta_tod,3297,3,0,1,677.0870787664879
283,Belgrade Ave @ McGraw St,False,not_mbta_tod,3302,3,0,1,678.1346945393185
284,Belgrade Ave @ Penfield St,False,not_mbta_tod,3760,4,0,4,717.0349591642942
285,Belgrade Ave @ Pinehurst St,False,not_mbta_tod,3620,4,0,5,696.2773855391146
286,Belgrade Ave @ Rexhame St,False,not_mbta_tod,3390,3,0,1,728.1396549123214
287,Belgrade Ave @ Robert St,False,not_mbta_tod,3329,5,0,6,609.8632291743049
288,Belgrade Ave @ Walworth St,False,not_mbta_tod,3777,4,0,3,681.7928756143881
289,Belgrade Ave @ West Roxbury Pkwy,False,not_mbta_tod,3170,3,0,1,657.5841142833891
290,Belgrade Ave @ West Roxbury Pkwy,False,not_mbta_tod,3170,3,0,1,658.406331719887
