station_id,station_name,is_mbta_tod_station,mbta_mode,buildings,schools,hospitals,parks,avg_walk_distance_m
503,Centre St @ Burroughs St,False,not_mbta_tod,2394,6,2,16,630.3826730463988
504,Centre St @ Cass St,False,not_mbta_tod,1983,6,0,2,835.2394660033457
506,Centre St @ Cedar St,False,not_mbta_tod,1527,12,0,22,800.6616561436072
505,Centre St @ Cedar St,False,not_mbta_tod,1553,12,0,21,799.4811867012301
507,Centre St @ Church St,False,not_mbta_tod,3343,3,0,1,697.2651173582807
508,Centre St @ Columbus Ave,False,not_mbta_tod,1934,9,0,18,750.0226034562569
509,Centre St @ Corey St,False,not_mbta_tod,3014,3,0,1,710.7624966077733
510,Centre St @ Corey St,False,not_mbta_tod,2985,3,0,1,713.8227912789129
511,Centre St @ Creighton St,False,not_mbta_tod,2254,8,2,12,636.691491455329
512,Centre St @ Eliot St,False,not_mbta_tod,2317,5,2,14,623.053117262085
513,Centre St @ Estrella St,False,not_mbta_tod,2214,7,1,15,743.0771101935057
514,Centre St @ Fairlane Rd,False,not_mbta_tod,1585,3,0,2,924.6823596773822
515,Centre St @ Faulkner Hospital,False,not_mbta_tod,478,3,2,1,699.5296407803169
516,Centre St @ Fletcher St,False,not_mbta_tod,2932,3,0,2,776.6415250396117
517,Centre St @ Fletcher St,False,not_mbta_tod,2870,3,0,2,781.5569653540998
518,Centre St @ Gardner St,False,not_mbta_tod,1395,10,0,20,783.1243843691262
519,Centre St @ Glenhaven Rd,False,not_mbta_tod,1801,4,0,1,895.61548292795
520,Centre St @ Gloria Rd,False,not_mbta_tod,3341,3,0,1,697.1528597997706
522,Centre St @ Grove St,False,not_mbta_tod,1793,3,0,1,859.7144347203792
521,Centre St @ Grove St,False,not_mbta_tod,1804,3,0,1,862.9273272058356
523,Centre St @ Guerney St,False,not_mbta_tod,3334,3,0,2,771.3565627665911
524,Centre St @ Hewlett St,False,not_mbta_tod,2624,2,0,2,732.3131859081838
525,Centre St @ Highland Ave,False,not_mbta_tod,1379,11,0,20,804.4575350826856
526,Centre St @ Highland St,False,not_mbta_tod,1944,8,0,18,749.2425016269435
527,Centre St @ Hillcroft Rd,False,not_mbta_tod,1811,6,0,4,730.1069560781683
528,Centre St @ Lagrange St,False,not_mbta_tod,2641,6,0,1,676.4201217807447
530,Centre St @ Linden Rd,False,not_mbta_tod,1630,3,0,2,896.5669307871418
531,Centre St @ Lochstead Ave,False,not_mbta_tod,2327,2,1,10,682.3060181216845
532,Centre St @ Lorette St,False,not_mbta_tod,2502,6,0,2,692.5306625760494
533,Centre St @ Louders Ln,False,not_mbta_tod,1640,4,1,3,862.5142309421775
534,Centre St @ Manthorne St,False,not_mbta_tod,3108,3,0,2,683.6139524785139
536,Centre St @ Montclair Ave,False,not_mbta_tod,3301,3,0,2,773.355982394923
1448,Centre St @ Moraine St,False,not_mbta_tod,2443,4,1,13,629.6599694532889
537,Centre St @ Mozart St,False,not_mbta_tod,2278,7,2,14,700.1277544751189
538,Centre St @ Myrtle St,False,not_mbta_tod,2432,5,1,17,651.7001218722833
539,Centre St @ New Heath St,False,not_mbta_tod,1740,10,0,20,798.8160790716645
540,Centre St @ Northdale Rd,False,not_mbta_tod,1760,3,0,2,855.0053551400305
541,Centre St @ Orchard St,False,not_mbta_tod,2147,3,0,7,691.3108045808829
542,Centre St @ Park St,False,not_mbta_tod,2983,3,0,1,695.2655705721671
543,Centre St @ Paul Gore St,False,not_mbta_tod,2288,7,2,10,630.8777349256345
544,Centre St @ Rambler Rd,False,not_mbta_tod,1159,4,1,1,894.923021705398
546,Centre St @ Roseway St,False,not_mbta_tod,2463,4,1,13,655.1830587997288
529,Centre St @ Saint John St,False,not_mbta_tod,2424,4,1,15,671.6972638011503
547,Centre St @ Saint Theresa Ave,False,not_mbta_tod,2475,6,0,2,688.29608975273
548,Centre St @ Seaverns Ave,False,not_mbta_tod,2422,6,1,16,620.0788371316987
549,Centre St @ Sheridan St,False,not_mbta_tod,2249,8,2,12,632.4897864143843
550,Centre St @ South St,False,not_mbta_tod,3346,3,0,1,714.6605520795152
551,Centre St @ Sunnyside St,False,not_mbta_tod,2295,9,2,12,692.2964208584896
552,Centre St @ VFW Pkwy,False,not_mbta_tod,1089,1,2,1,837.0970444821105
553,Centre St @ W Roxbury Pkwy,False,not_mbta_tod,3303,3,0,0,665.1811931541944
554,Centre St @ Walter St,False,not_mbta_tod,703,1,2,1,941.963385647031
555,Centre St @ Wedgemere Rd,False,not_mbta_tod,1751,6,0,1,911.9676396049127
556,Centre St @ Weld St,False,not_mbta_tod,2109,1,1,2,653.5838181789923
557,Centre St @ Weld St,False,not_mbta_tod,1919,1,1,2,675.674637551063
558,Centre St @ Westchester Rd,False,not_mbta_tod,867,4,1,1,848.0082504951935
559,Centre St @ Westchester Rd,False,not_mbta_tod,821,4,2,1,818.0811815043588
560,Centre St @ Willow St,False,not_mbta_tod,3000,4,0,2,701.8520970988232
561,Centre St @ Willow St.,False,not_mbta_tod,2977,4,0,2,708.1450011238823
562,Centre St @ Wyman St,False,not_mbta_tod,2302,9,2,12,666.0374925868886
563,Centre St Opp Mt Vernon St,False,not_mbta_tod,2862,2,0,1,678.6139577952174
545,Centre St opp Beaufort Rd,False,not_mbta_tod,2332,2,1,11,683.5850275846377
564,Centre St opp Bellevue st,False,not_mbta_tod,2920,2,0,1,690.5222896525586
565,Centre St opp Bronx Rd,False,not_mbta_tod,1849,6,0,1,894.7626252805309
566,Centre St opp Buchanan Rd,False,not_mbta_tod,1582,1,1,1,792.3535298942421
567,Centre St opp Cass St,False,not_mbta_tod,1978,6,0,2,823.2600065823316
568,Centre St opp Faulkner Hospital,False,not_mbta_tod,458,3,2,1,721.1638159483158
569,Centre St opp Glenhaven Rd,False,not_mbta_tod,1784,4,0,1,898.9263944354266
570,Centre St opp Louders Ln,False,not_mbta_tod,1563,4,1,2,876.4564511514494
535,Centre St opp New Heath St,False,not_mbta_tod,1732,11,0,20,808.558466538885
571,Centre St opp Northdale Rd,False,not_mbta_tod,1772,3,0,2,854.4479248241688
572,Centre St opp Rambler Rd,False,not_mbta_tod,1254,4,1,1,937.2259251533998
573,Centre St opp Walter St,False,not_mbta_tod,816,1,2,1,886.7962719087203
574,Centre St opp Wedgemere Rd,False,not_mbta_tod,1757,6,0,1,899.9870014235938
575,Charles Park Rd @ Rivermoor St,False,not_mbta_tod,601,4,1,1,1058.0359259240429
576,Charles Park Rd @ VFW Pkwy,False,not_mbta_tod,1084,5,1,1,847.2418884392852
577,Charles River Loop,False,not_mbta_tod,1305,1,1,1,874.1656291776001
578,Charles St @ Beacon St,False,not_mbta_tod,2226,6,3,19,617.6461869332949
579,Charles St S @ Park Plaza,False,not_mbta_tod,2040,7,2,25,676.3586550805752
580,Charles St S @ Stuart St,False,not_mbta_tod,1883,7,2,25,679.1717062504783
30,Charles/MGH,False,not_mbta_tod,1547,4,4,15,604.7606807121518
2086,Charles/MGH,False,not_mbta_tod,1526,4,4,15,620.6314987989081
2166,Charles/MGH,True,rapid_transit,1545,4,4,15,599.0294456908404
2757,Charles/MGH (Alewife),False,not_mbta_tod,1536,4,4,15,593.5659481403181
2758,Charles/MGH (Alewife),False,not_mbta_tod,1522,4,4,15,617.6931657729112
2756,Charles/MGH (Ashmont/Braintree),False,not_mbta_tod,1550,4,4,15,575.5522191129456
2775,Charles/MGH (Ashmont/Braintree),False,not_mbta_tod,1532,4,4,14,618.6537481111598
143,Charlestown Navy Yard Ferry Terminal,False,not_mbta_tod,988,4,1,24,1389.0304572998105
2520,Chelsea St @ Constitution Rd,False,not_mbta_tod,1566,4,0,26,675.6995027297064
581,Chelsea St @ Curtis St,False,not_mbta_tod,1059,3,0,14,63.92691020647961
582,Chelsea St @ Eagle Sq,False,not_mbta_tod,1492,5,0,14,108.17440403881153
2521,Chelsea St @ Fifth St,False,not_mbta_tod,1420,4,1,24,664.7754837058751
583,Chelsea St @ Warren St,False,not_mbta_tod,1667,4,0,28,674.2826190970352
584,Chelsea St @ Warren St,False,not_mbta_tod,1648,4,0,29,680.5083858171154
2531,Chelsea St opp Constitution Rd,False,not_mbta_tod,1594,4,0,26,663.240302980049
585,Chelsea St opp Curtis St,False,not_mbta_tod,1110,3,0,14,63.92691020647961
587,Chestnut Hill Ave @ Academy Hill Rd,False,not_mbta_tod,2533,13,1,7,656.8531408442055
588,Chestnut Hill Ave @ Beacon St,False,not_mbta_tod,807,1,0,4,653.2235191340809
590,Chestnut Hill Ave @ Commonwealth Ave,False,not_mbta_tod,1236,1,0,5,664.1587393546589
589,Chestnut Hill Ave @ Commonwealth Ave,False,not_mbta_tod,1245,1,0,5,665.2116450010321
591,Chestnut Hill Ave @ Embassy Rd,False,not_mbta_tod,1815,5,0,6,701.3376464407132
2439,Chestnut Hill Ave @ Englewood Ave,False,not_mbta_tod,1025,1,0,4,621.524813154659
592,Chestnut Hill Ave @ Jackson Ave,False,not_mbta_tod,2215,5,1,7,803.4738158770017
593,Chestnut Hill Ave @ South St,False,not_mbta_tod,1549,4,0,6,699.8956213384231
594,Chestnut Hill Ave @ Strathmore Rd,False,not_mbta_tod,1557,4,0,6,692.9118302062429
595,Chestnut Hill Ave @ Union St,False,not_mbta_tod,2387,10,1,6,677.8721884973496
596,Chestnut Hill Ave @ Veronica Smith Ctr,False,not_mbta_tod,2691,14,1,6,680.8254280049209
597,Chestnut Hill Ave @ Wallingford Rd,False,not_mbta_tod,2228,5,1,7,735.7236189522273
1161,Chestnut Hill Ave @ Washington St,False,not_mbta_tod,2667,14,2,5,636.8054043097588
598,Chestnut Hill Ave opp Wiltshire Rd,False,not_mbta_tod,2090,5,1,5,736.953289832779
586,Chestnut Hill Avenue,False,not_mbta_tod,1351,1,0,5,810.0843595302144
53,Chestnut Hill Avenue,True,light_rail,1271,1,0,5,702.2033999444931
2229,Chestnut Hill Avenue,False,not_mbta_tod,1231,1,0,5,630.4851577966981
2623,Chestnut Hill Avenue (Inbound),False,not_mbta_tod,1306,1,0,5,712.7375240605376
2624,Chestnut Hill Avenue (Outbound),False,not_mbta_tod,1268,1,0,5,645.9546614400497
2186,Chinatown,False,not_mbta_tod,1569,6,2,33,652.8155159971543
1729,Chinatown,False,not_mbta_tod,1336,6,2,33,621.1499176299959
41,Chinatown,False,not_mbta_tod,1228,6,2,33,623.3807290105159
2649,Chinatown,False,not_mbta_tod,1460,6,2,32,640.0431316246235
2648,Chinatown,False,not_mbta_tod,1245,6,2,33,621.261274250091
93,Chinatown,True,rapid_transit,1321,6,2,33,619.2378009259758
1521,Chinatown Gate,False,not_mbta_tod,924,6,2,30,654.0084107633521
599,Chinatown Station - Inbound,False,not_mbta_tod,1451,6,2,33,635.6226574870301
600,Chiswick Road,False,not_mbta_tod,1749,1,0,5,682.6426762058495
601,Chiswick Road,False,not_mbta_tod,1762,1,0,5,673.6629876650566
22,Chiswick Road,True,light_rail,1760,1,0,5,688.4514115349081
2620,Chiswick Road (Inbound),False,not_mbta_tod,1755,1,0,5,686.4812422716496
2619,Chiswick Road (Outbound),False,not_mbta_tod,1767,1,0,5,670.7128023585391
602,Circuit Dr @ Glen Ln,False,not_mbta_tod,1436,5,0,5,770.3616056645802
603,Circuit Dr @ Glen Ln,False,not_mbta_tod,1498,5,0,4,803.5087692551583
604,Circuit Dr @ Shattuck Hospital,False,not_mbta_tod,494,1,2,2,1086.9810958146204
605,Circuit Dr opp Shattuck Hospital,False,not_mbta_tod,502,1,2,3,1094.2093202972278
79,City Point Bus Terminal,False,not_mbta_tod,2065,4,0,11,739.139049266877
2211,Clark Athletic Center,False,not_mbta_tod,124,4,0,7,665.1683045542042
2227,Cleveland Circle,False,not_mbta_tod,693,1,0,4,785.730070119482
2228,Cleveland Circle,False,not_mbta_tod,679,1,0,4,718.1027351622964
2116,Cleveland Circle,True,light_rail,683,1,0,4,793.001024581671
606,Columbia Rd @ Annabel St,False,not_mbta_tod,2908,8,0,7,702.241612427171
608,Columbia Rd @ Bird St,False,not_mbta_tod,2871,7,0,11,761.4271759164535
607,Columbia Rd @ Bird St,False,not_mbta_tod,2870,7,0,11,753.4165985441429
612,Columbia Rd @ Buttonwood St,False,not_mbta_tod,2075,6,0,7,684.3074433114937
611,Columbia Rd @ Buttonwood St,False,not_mbta_tod,2054,6,0,7,686.8091282299995
610,Columbia Rd @ Devon St,False,not_mbta_tod,2587,9,0,14,741.0233468071734
609,Columbia Rd @ Devon St,False,not_mbta_tod,2563,8,0,15,733.8225741293577
613,Columbia Rd @ Dudley St,False,not_mbta_tod,2892,7,0,6,678.1264428361147
614,Columbia Rd @ Farragut Rd,False,not_mbta_tod,1351,3,0,10,604.772707416686
615,Columbia Rd @ Geneva Ave,False,not_mbta_tod,2468,9,0,12,684.9738915110911
616,Columbia Rd @ Geneva Ave,False,not_mbta_tod,2423,9,0,13,679.7070425454713
617,Columbia Rd @ Glendale St,False,not_mbta_tod,2748,9,0,10,740.3920206625256
618,Columbia Rd @ Glendale St,False,not_mbta_tod,2792,9,0,10,751.3502155611119
620,Columbia Rd @ Hamilton St,False,not_mbta_tod,2625,12,0,13,770.323873206121
619,Columbia Rd @ Hamilton St,False,not_mbta_tod,2650,11,0,13,743.7044937281331
621,Columbia Rd @ Hancock St,False,not_mbta_tod,2877,6,0,8,698.5109652651112
622,Columbia Rd @ Holden St,False,not_mbta_tod,2887,8,0,7,714.4829188451821
623,Columbia Rd @ Intervale St,False,not_mbta_tod,2602,9,0,14,731.5047877528423
624,Columbia Rd @ Intervale St,False,not_mbta_tod,2572,11,0,14,730.7516062471977
2576,Columbia Rd @ Massachusetts Ave,False,not_mbta_tod,2708,8,0,6,667.3791265242044
625,Columbia Rd @ O St,False,not_mbta_tod,2088,3,0,10,580.5672649991969
626,Columbia Rd @ P St,False,not_mbta_tod,1769,3,0,10,557.5840513865435
627,Columbia Rd @ Pond St,False,not_mbta_tod,2602,8,0,6,643.269083784984
629,Columbia Rd @ Quincy St,False,not_mbta_tod,2720,9,0,13,698.0410716204547
628,Columbia Rd @ Quincy St,False,not_mbta_tod,2756,9,0,14,703.0448686004612
630,Columbia Rd @ Seaver St,False,not_mbta_tod,2040,9,0,8,708.0229297570057
631,Columbia Rd @ Seaver St,False,not_mbta_tod,2006,9,0,8,707.0402769316584
632,Columbia Rd @ Stoughton St,False,not_mbta_tod,2926,7,0,7,677.5005991811355
633,Columbia Rd @ Washington St,False,not_mbta_tod,2198,10,0,10,670.3973341586768
634,Columbia Rd @ Washington St,False,not_mbta_tod,2167,10,0,10,676.0973849296676
635,Columbia Rd opp Pond St,False,not_mbta_tod,2525,6,0,7,668.5087183755595
636,Columbia Rd. @ Blue Hill Ave,False,not_mbta_tod,1768,6,0,5,687.1782216923953
637,Columbia Rd. @ Wolcott,False,not_mbta_tod,1941,7,0,6,732.6208682027984
2778,Columbus Ave @ Bray St,False,not_mbta_tod,2215,10,0,14,666.0864548696031
638,Columbus Ave @ Bray St,False,not_mbta_tod,2214,10,0,14,664.8603290137099
639,Columbus Ave @ Cedar St,False,not_mbta_tod,1645,9,0,20,796.3220989910428
640,Columbus Ave @ Centre St,False,not_mbta_tod,1987,8,0,20,742.3177928461944
2781,Columbus Ave @ Dimock St,False,not_mbta_tod,2149,8,0,16,699.9025009813114
2780,Columbus Ave @ Dimock St,False,not_mbta_tod,2153,8,0,16,697.1143280181471
641,Columbus Ave @ Dimock St,False,not_mbta_tod,2147,8,0,16,698.4825914463433
642,Columbus Ave @ Dimock St,False,not_mbta_tod,2157,8,0,16,698.7683762568167
643,Columbus Ave @ Heath St,False,not_mbta_tod,2032,8,0,19,744.3878233156621
644,Columbus Ave @ Malcolm X Blvd,False,not_mbta_tod,1367,9,0,19,753.0058083748472
645,Columbus Ave @ New Cedar St,False,not_mbta_tod,1685,9,1,20,799.9045196392112
646,Columbus Ave @ New Heath St,False,not_mbta_tod,1868,10,0,21,815.7047176999916
649,Columbus Ave @ Walnut Ave,False,not_mbta_tod,1983,10,0,9,721.5024112875016
648,Columbus Ave @ Walnut Ave,False,not_mbta_tod,1977,10,0,9,695.4454397704483
2828,Columbus Ave @ Walnut Ave,False,not_mbta_tod,1986,10,0,9,721.7840684721943
2829,Columbus Ave @ Walnut Ave,False,not_mbta_tod,1976,10,0,9,721.7249834680304
650,Columbus Ave @ Weld Ave,False,not_mbta_tod,2039,10,0,10,691.1404579603978
2777,Columbus Ave @ Weld Ave,False,not_mbta_tod,2046,10,0,10,691.0391041522896
647,Columbus Ave opp Bray St,False,not_mbta_tod,2222,10,0,14,683.2274624032354
2779,Columbus Ave opp Bray St,False,not_mbta_tod,2223,10,0,14,683.2274624032354
2776,Columbus Ave opp Weld Ave,False,not_mbta_tod,2062,11,0,10,693.0753832569899
1949,Columbus Ave opp Weld Ave,False,not_mbta_tod,2069,11,0,10,692.4356391786
651,Commercial St @ Battery St,False,not_mbta_tod,1287,5,0,26,533.6212484266712
653,Commercial St @ Fleet St,False,not_mbta_tod,1361,5,0,29,535.6772795525022
652,Commercial St @ Fleet St,False,not_mbta_tod,1380,5,0,28,537.9138626252706
2515,Commercial St @ Hanover St,False,not_mbta_tod,1298,5,0,27,586.393841402691
654,Commercial St. opp. Hull St.,False,not_mbta_tod,1545,5,0,37,650.8378108704379
655,Commonwealth Ave @ Agganis Way,False,not_mbta_tod,223,3,0,4,669.1847425927676
656,Commonwealth Ave @ Amory St,False,not_mbta_tod,144,6,0,2,1062.452741645614
658,Commonwealth Ave @ Babcock St,False,not_mbta_tod,504,2,0,3,686.7371860560932
657,Commonwealth Ave @ Babcock St,False,not_mbta_tod,432,2,0,3,661.0897307194102
659,Commonwealth Ave @ Blanford St,False,not_mbta_tod,717,6,0,8,671.4093737409593
660,Commonwealth Ave @ Buick St,False,not_mbta_tod,87,4,0,3,587.3046191964952
661,Commonwealth Ave @ Carlton St,False,not_mbta_tod,347,4,0,3,914.5040997110312
662,Commonwealth Ave @ Granby St,False,not_mbta_tod,499,6,0,6,765.8819965190479
670,Commonwealth Ave @ Hinsdale St,False,not_mbta_tod,576,7,0,7,761.8843038688899
663,Commonwealth Ave @ Pleasant St,False,not_mbta_tod,183,3,0,4,702.9980327084854
664,Commonwealth Ave @ Silber Way,False,not_mbta_tod,620,7,0,8,650.197586820344
666,Commonwealth Ave @ St Marys St,False,not_mbta_tod,393,5,0,4,826.9735080665041
665,Commonwealth Ave @ St Marys St,False,not_mbta_tod,413,5,0,5,875.8322151709351
667,Commonwealth Ave @ St Paul St,False,not_mbta_tod,81,5,0,2,615.3341927084463
669,Commonwealth Ave @ University Rd,False,not_mbta_tod,317,4,0,3,1006.1846283284201
668,Commonwealth Ave @ University Rd,False,not_mbta_tod,336,4,0,3,920.4168191464578
2238,Community College,False,not_mbta_tod,1196,3,0,20,817.6373682600354
28,Community College,True,rapid_transit,1219,3,0,20,819.0290162425316
2237,Community College,False,not_mbta_tod,1229,3,0,20,821.2304257626141
2749,Commuter Rail,False,not_mbta_tod,1579,5,1,9,717.8032068937297
2740,Commuter Rail Track 2,False,not_mbta_tod,1261,4,0,20,745.8081785869074
2865,Commuter Rail Track 2,False,not_mbta_tod,1050,5,0,22,845.9160950873741
2635,Commuter Rail Track 2,False,not_mbta_tod,992,5,0,21,803.2735325561517
2587,Commuter Rail Tracks 1 and 3,False,not_mbta_tod,1113,5,0,21,905.5090373474872
2748,Commuter Rail Tracks 1 and 3,False,not_mbta_tod,920,6,0,20,779.9770143379624
2861,Commuter Rail Tracks 1 and 3,False,not_mbta_tod,1261,4,0,20,743.0554372486253
2860,Commuter Rail Tracks 1 and 3,False,not_mbta_tod,1204,4,0,20,907.2085362489468
672,Congress St @ Franklin St,False,not_mbta_tod,898,0,0,35,622.9679925154918
673,Congress St @ Haymarket Station,False,not_mbta_tod,2048,5,2,39,663.5647780703844
674,Congress St @ North St,False,not_mbta_tod,2071,5,2,41,649.871343725741
676,Congress St @ Sleeper St,False,not_mbta_tod,412,1,0,28,671.8914956283705
675,Congress St @ Sleeper St,False,not_mbta_tod,391,1,0,29,667.9393432231483
677,Congress St @ State St,False,not_mbta_tod,1646,2,0,40,628.8131102865261
2512,Congress St @ Sudbury St,False,not_mbta_tod,2083,5,2,39,636.4805294443265
671,Congress St @ World Trade Center Sta,False,not_mbta_tod,220,1,0,14,659.2441694115266
2443,Congress St opp North St,False,not_mbta_tod,1865,4,0,40,644.8514413420351
2657,Copley,False,not_mbta_tod,2597,10,0,21,697.6947196669086
2658,Copley,False,not_mbta_tod,2474,11,0,21,684.4519598730742
2224,Copley,False,not_mbta_tod,2521,11,0,22,704.4848905894027
2223,Copley,False,not_mbta_tod,2526,10,0,21,700.0420971774606
2178,Copley,True,light_rail,2524,10,0,22,701.5607129766471
678,Corey St @ LaGrange St,False,not_mbta_tod,114,0,0,0,826.36506253992
679,Corey St @ Marlin Rd,False,not_mbta_tod,1518,0,0,1,736.1581744721492
680,Corey St @ VFW Pkwy,False,not_mbta_tod,1991,0,0,3,637.7004181830308
681,Corey St @ Weld St,False,not_mbta_tod,2578,1,0,3,666.406083672353
682,Corey St opp Mount Benedict Cemetery,False,not_mbta_tod,644,0,0,0,1184.0892165805876
683,Corinth St @ Washington St,False,not_mbta_tod,3330,6,0,6,628.7642062032442
2484,Courthouse,False,not_mbta_tod,293,1,0,23,637.4792495848109
63,Courthouse,False,not_mbta_tod,285,1,0,24,635.0178492437989
684,Courthouse,False,not_mbta_tod,298,1,0,23,651.1632833187131
148,Courthouse Dock,False,not_mbta_tod,404,1,0,27,786.2941543772604
685,Crestway Rd @ Faywood Ave,False,not_mbta_tod,1037,3,0,4,63.92691020647961
686,Cummins Hwy @ Alabama St,False,not_mbta_tod,2040,2,0,1,710.7880065940651
687,Cummins Hwy @ American Legion Hwy,False,not_mbta_tod,1530,3,0,0,721.4294725112719
688,Cummins Hwy @ American Legion Hwy,False,not_mbta_tod,1532,3,0,0,719.7211319669387
689,Cummins Hwy @ Bismark St,False,not_mbta_tod,2348,5,0,2,708.343211909206
690,Cummins Hwy @ Brockton St,False,not_mbta_tod,2360,5,0,2,710.0874976941825
691,Cummins Hwy @ Brown Ave,False,not_mbta_tod,2826,7,0,4,721.6811656740039
692,Cummins Hwy @ Brown Ave,False,not_mbta_tod,2823,7,0,4,725.1158980125826
693,Cummins Hwy @ Calvary Cemetary,False,not_mbta_tod,1420,2,0,0,765.7823643772905
694,Cummins Hwy @ Fairway St,False,not_mbta_tod,1726,4,0,3,643.7608415335686
695,Cummins Hwy @ Florence St,False,not_mbta_tod,3054,8,0,7,684.5936398951958
696,Cummins Hwy @ Greenfield Rd,False,not_mbta_tod,2068,2,0,1,721.1600591788183
697,Cummins Hwy @ Hallowell St,False,not_mbta_tod,2526,3,0,2,734.3159382897262
698,Cummins Hwy @ Harmon St,False,not_mbta_tod,2547,3,0,2,735.8167214963258
699,Cummins Hwy @ Harvard St,False,not_mbta_tod,1565,1,0,0,817.9858503194731
701,Cummins Hwy @ Hebron St,False,not_mbta_tod,1839,2,0,1,715.5719209892098
700,Cummins Hwy @ Hebron St,False,not_mbta_tod,1838,2,0,1,702.1053757114446
702,Cummins Hwy @ Hyde Park Ave,False,not_mbta_tod,2023,4,0,1,671.5551132687721
703,Cummins Hwy @ Livermore St,False,not_mbta_tod,1717,2,0,1,745.823236167614
704,Cummins Hwy @ Pleasantview St,False,not_mbta_tod,1478,1,0,0,858.2332842625923
705,Cummins Hwy @ Regis Rd,False,not_mbta_tod,2090,4,0,3,653.9887813216615
706,Cummins Hwy @ River St,False,not_mbta_tod,1527,3,0,3,612.6063848432171
707,Cummins Hwy @ Rosewood St,False,not_mbta_tod,2038,4,0,3,655.4109613778182
709,Cummins Hwy @ Rowe St,False,not_mbta_tod,2463,6,0,2,720.8291831722178
708,Cummins Hwy @ Rowe St,False,not_mbta_tod,2445,6,0,2,722.1862731220209
710,Cummins Hwy @ Rugby Rd,False,not_mbta_tod,2558,2,0,1,747.205103189173
711,Cummins Hwy @ Savannah Ave,False,not_mbta_tod,2527,2,0,1,741.1758625391309
712,Cummins Hwy @ Sherwood St,False,not_mbta_tod,2884,7,0,5,744.0779885623907
718,Cummins Hwy @ Sycamore St,False,not_mbta_tod,3038,8,0,7,688.1680429176417
713,Cummins Hwy @ Sycamore St,False,not_mbta_tod,3034,8,0,7,688.2922145799473
714,Cummins Hwy @ Washington St,False,not_mbta_tod,3108,6,0,7,631.4311327845967
715,Cummins Hwy @ Wood Ave,False,not_mbta_tod,1672,1,0,0,809.8667012472692
716,Cummins Hwy opp Calvary Cemetary,False,not_mbta_tod,1428,2,0,0,764.0490664157226
717,Cummins Hwy opp Pleasantview St,False,not_mbta_tod,1479,1,0,0,854.6286470790284
719,Dalton St @ Belvidere St,False,not_mbta_tod,2392,6,0,25,681.6179924028221
721,Dartmouth St @ Appleton St,False,not_mbta_tod,3328,12,0,34,627.275819021621
720,Dartmouth St @ Appleton St,False,not_mbta_tod,3314,12,0,33,630.4891824249107
723,Dartmouth St @ Tremont St,False,not_mbta_tod,3318,9,0,29,613.9846808883837
722,Dartmouth St @ Tremont St,False,not_mbta_tod,3323,9,0,29,613.7485304475283
724,Dedham Pkwy @ Georgetown Dr,False,not_mbta_tod,552,1,0,2,704.1680300661765
725,Dedham Pkwy @ Turtle Pond Pkwy,False,not_mbta_tod,459,1,0,2,963.6317396569352
726,Dedham Pkwy opp Georgetown Dr,False,not_mbta_tod,560,1,0,2,700.4999393103973
2209,Deer Island - MWRA Gate,False,not_mbta_tod,19,0,0,1,0.0
727,Devonshire St @ Milk St,False,not_mbta_tod,1324,0,0,40,617.1409223276145
728,Devonshire St @ State St,False,not_mbta_tod,1707,2,0,39,641.5419056381803
2516,Devonshire St @ Water St,False,not_mbta_tod,1528,2,0,39,629.0492507062461
729,Dewar Ave @ Dorchester Ave,False,not_mbta_tod,2524,6,0,10,740.1932221380708
730,Dorchester  Ave @ Dorset St,False,not_mbta_tod,1834,6,0,7,785.7213227570003
2508,Dorchester @ Savin,False,not_mbta_tod,2714,4,0,11,730.7673450957836
2039,Dorchester Ave & Galivan Blvd,False,not_mbta_tod,2752,2,0,2,765.7325211143411
2038,Dorchester Ave & Galivan Blvd,False,not_mbta_tod,2755,2,0,2,715.9155331813673
2040,Dorchester Ave & Hurlcroft Ave,False,not_mbta_tod,2848,1,0,3,728.0570959943652
2045,Dorchester Ave & Valley Rd,False,not_mbta_tod,2478,2,0,1,722.9996259916859
2046,Dorchester Ave & Valley Road,False,not_mbta_tod,2511,2,0,1,727.1380281123778
2047,Dorchester Ave & Van Winkle St,False,not_mbta_tod,2830,1,0,3,721.670834833264
732,Dorchester Ave @ Adams St,False,not_mbta_tod,2488,4,0,12,678.4563445003963
731,Dorchester Ave @ Adams St,False,not_mbta_tod,2448,4,0,12,685.0490665812101
733,Dorchester Ave @ Banton St,False,not_mbta_tod,3402,8,0,6,759.150400116681
734,Dorchester Ave @ Belfort St,False,not_mbta_tod,2690,6,0,10,739.636821000547
735,Dorchester Ave @ Centre St,False,not_mbta_tod,3365,7,0,9,746.2941063178793
736,Dorchester Ave @ Centre St,False,not_mbta_tod,3362,7,0,9,746.8862732823095
737,Dorchester Ave @ Cheverus Rd,False,not_mbta_tod,3439,8,0,8,736.8711519799451
738,Dorchester Ave @ Columbia Rd,False,not_mbta_tod,2235,5,0,7,694.7559746002562
739,Dorchester Ave @ Cottage St,False,not_mbta_tod,2593,7,0,7,705.9875974761491
740,Dorchester Ave @ Crescent Ave,False,not_mbta_tod,2514,7,0,7,689.2938209972688
741,Dorchester Ave @ Dewar St,False,not_mbta_tod,2517,6,0,10,694.2581592196574
0,Dorchester Ave @ Dix St,False,not_mbta_tod,3305,8,0,9,742.5604121296584
742,Dorchester Ave @ Dracut St,False,not_mbta_tod,3332,9,0,6,711.0805402084179
